Akron Beacon Journal,http://beaconjournal.com
The Repository,http://www.cantonrep.com/
The Cincinnati Enquirer,https://www.cincinnati.com/
The Plain Dealer,http://www.cleveland.com/
The Columbus Dispatch,http://dispatch.com
Dayton Daily News,http://www.daytondailynews.com/
The Blade,https://www.toledoblade.com/
Tribune Chronicle,http://www.tribtoday.com/
The Vindicator,http://www.vindy.com/
Akron Beacon Journal,http://beaconjournal.com
The Alliance Review,No URL Found
Ashland Times-Gazette,Dead Wiki Link
Star Beacon,http://www.starbeacon.com
The Athens Messenger,http://www.athensohiotoday.com/
The Daily Jeffersonian,http://www.daily-jeff.com/
The Repository,http://www.cantonrep.com/
Geauga County Maple Leaf,Dead Wiki Link
Chillicothe Gazette,http://chillicothegazette.com/
American Israelite,http://www.americanisraelite.com
The Cincinnati Enquirer,https://www.cincinnati.com/
Ameriska Domovina,Dead Wiki Link
The Plain Dealer,http://www.cleveland.com/
The Columbus Dispatch,http://dispatch.com
The Lantern,http://www.thelantern.com
Coshocton Tribune,http://www.coshoctontribune.com/
Dayton Daily News,http://www.daytondailynews.com/
Dayton City Paper,No URL Found
The Crescent-News,URL Not Found
The Review,http://www.reviewonline.com/
The Chronicle-Telegram,http://www.elbc.net/
The Courier,https://thecourier.com/
The News-Messenger,Dead Wiki Link
Gallipolis Daily Tribune,Dead Wiki Link
Journal News,No URL Found in infobox
Ironton Tribune,http://www.irontontribune.com
Record-Courier,https://www.record-courier.com/
Lancaster Eagle-Gazette,https://www.lancastereaglegazette.com
The Lima News,http://www.limaohio.com
Morning Journal,http://www.morningjournalnews.com/
The Logan Daily,Dead Wiki Link
The Morning Journal,https://www.morningjournal.com/
Mansfield News Journal,https://www.mansfieldnewsjournal.com
The Marietta Times,Dead Wiki Link
Martins Ferry Times Leader,http://timesleaderonline.com
The Marysville Journal-Tribune,Dead Wiki Link
The Independent,http://www.indeonline.com/
The Middletown Journal,No URL Found in infobox
The Times Reporter,http://www.timesreporter.com/
The Advocate,https://www.newarkadvocate.com
Norwalk Reflector,http://norwalkreflector.com
Norwalk Ohio News,Dead Wiki Link
Piqua Daily Call,No URL Found
The Daily Sentinel,Dead Wiki Link
Portsmouth Daily Times,http://www.portsmouth-dailytimes.com
Salem News,http://www.salemnews.com
The Sandusky Register,http://www.sanduskyregister.com
The Sidney Daily News,http://www.sidneydailynews.com
Springfield News-Sun,https://www.springfieldnewssun.com/
The Springfield Paper,http://myspringfieldpaper.com
The Wittenberg Torch,https://thewittenbergtorch.com/
Herald-Star,http://heraldstaronline.com
Tribune Chronicle,http://www.tribtoday.com/
Record Herald,http://www.recordherald.com/
The News-Herald,http://www.news-herald.com/
The Daily Record,Dead Wiki Link
The Vindicator,http://www.vindy.com/
Times Recorder,http://zanesvilletimesrecorder.com
The Buchtelite,Dead Wiki Link
The Suburbanite,URL Not Found
Mr. Thrifty Shoppers,Dead Wiki Link
The Athens News,https://web.archive.org/web/20080621083249/http://www.athensnews.gr/about.html
The Post,http://thepostathens.com/
Cleveland Jewish News,http://cjn.org/
News on the Green,https://newsonthegreen.com
Harrison News-Herald,No URL Found
The Journal and The Noble County Leader,No URL Found
Cincinnati CityBeat,No URL Found
The Cincinnati Herald,No URL Found
The Catholic Telegraph,No URL Found
Sun News,URL Not Found
Call and Post,No URL Found
Dirva,No URL Found in infobox
West Park Times,No URL Found
Columbus Alive,No URL Found
Columbus Free Press,No URL Found
The Ohio State Sentinel,Dead Wiki Link
The Other Paper,No URL Found
Active Dayton,No URL Found in infobox
Dayton City Paper,http://daytoncitypaper.com/
Flyer News,http://www.flyernews.com/
The Oakwood Register,Dead Wiki Link
The Register-Herald,No URL Found
The Enon Eagle,No URL Found
Sunday Times-Sentinel,Dead Wiki Link
The Neighborhood News-Garfield Heights Tribune,Dead Wiki Link
The Weekly Villager,Dead Wiki Link
The Granville (Ohio) Sentinel,Dead Wiki Link
The Highland County Press,No URL Found
[[The Telegram]],https://thetelegramnews.com/
Gazette Newspapers,Dead Wiki Link
The Western Star,URL Not Found
the419,Dead Wiki Link
Maple Heights Press,Dead Wiki Link
The Marietta Register,Dead Wiki Link
The Vinton County Courier,Dead Wiki Link
The Community Post,Dead Wiki Link
New Carlisle News,Dead Wiki Link
The Miami Student,http://miamistudent.net/
The Oxford Press,Dead Wiki Link
Perry County Tribune,Dead Wiki Link
The News,Dead Wiki Link
Paulding County Progress,No URL Found
The West Bend News,Dead Wiki Link
Port Clinton,No URL Found
Springboro Star-Press,URL Not Found
Ohio Valley Newspaper,Dead Wiki Link
Swanton Enterprise,Dead Wiki Link
Tippecanoe Gazette,Dead Wiki Link
Toledo Free Press,https://web.archive.org/web/20071105082825/http://www.toledofreepress.com/
Troy Tribune,Dead Wiki Link
Fulton County Expositor,Dead Wiki Link
The Pike County News Watchman,Dead Wiki Link
The People's Defender,www.ohcommedia.com
Monroe County Beacon,Dead Wiki Link
Yellow Springs News,http://www.ysnews.com
The Blade,https://www.toledoblade.com/
The Times Bulletin,http://www.timesbulletin.com
