Connecticut Post,https://www.ctpost.com/
Bristol Press,http://www.bristolpress.com/
News-Times,https://www.newstimes.com/
Greenwich Time,https://www.greenwichtime.com/
Hartford Courant,https://www.courant.com/
Manchester Journal Inquirer,https://www.journalinquirer.com/
Record-Journal,http://www.myrecordjournal.com/
Middletown Press,https://www.middletownpress.com/
New Haven Register,https://www.nhregister.com/
New London Day,https://www.theday.com/
Hour,https://www.thehour.com/
Bulletin,https://www.norwichbulletin.com/
Stamford Advocate,https://www.stamfordadvocate.com/
Republican-American,https://www.rep-am.com/
Chronicle,https://www.thechronicle.com/
Berlin Citizen,http://www.myrecordjournal.com/news/berlincitizen
Fairfield County Catholic,https://www.bridgeportdiocese.org/
Bristol Observer,http://bristolobserver.com/
Cheshire Herald,https://www.cheshireherald.com/
Tribuna,http://www.tribunact.com/
Darien Times,https://www.darientimes.com/
Fairfield Citizen-News,https://www.fairfieldcitizenonline.com/
Glastonbury Citizen,http://glcitizen.com/
Dolphin,http://www.dolphin-news.com/
Granby Drummer,https://granbydrummer.com/
Shore Line Times,http://www.shorelinetimes.com/
Post Chronicle,http://www.ctpostchronicle.com/
Quinnipiac Chronicle,http://www.quchronicle.com/
Commercial Record,https://www.commercialrecord.com/
CTNow,https://www.courant.com/ctnow/
Hartford Business Journal,https://www.hartfordbusiness.com/
Identidad Latina,http://identidadlatina.com/
TriCornerNews,http://www.tricornernews.com/
Town Times,http://www.myrecordjournal.com/news/towntimes
Wesleyan Argus,http://wesleyanargus.com/
Milford Mirror,https://www.milfordmirror.com/
Resident,http://www.theresident.com/
New Canaan News,https://www.ncadvertiser.com/
New Britain Herald,http://www.newbritainherald.com/
Yale Herald,https://yaleherald.com/
Greater New Milford Spectrum,https://www.newmilfordspectrum.com/
Litchfield County Times,http://www.countytimes.com/
Newtown Bee,https://www.newtownbee.com/
Shelton Herald,https://www.sheltonherald.com/
North Central News,https://thenorthcentralnews.com/
Voices News,https://www.primepublishers.com/voicesnews/
Southington Observer,http://southingtonobserver.com/
West Hartford News,http://www.westhartfordnews.com/
West Haven Voice,http://www.whvoice.com/
Daily Campus,http://dailycampus.com/
Mirror,http://fairfieldmirror.com/
Yale Daily News,https://yaledailynews.com/
NENPA,http://www.nenpa.com/
The Advocate,https://www.stamfordadvocate.com/
The Bulletin,http://www.norwichbulletin.com/
The Connecticut Examiner - Old Lyme,https://ctexaminer.com
The Connecticut Mirror,http://www.ctmirror.org/
The Day,http://www.theday.com
The Hour,http://www.thehour.com
Journal Inquirer,http://www.journalinquirer.com
The Middletown Press,http://www.middletownpress.com
The News-Times,http://www.newstimes.com
The Darien Times,https://www.darientimes.com
Jewish Ledger,http://www.jewishledger.com
New Haven Advocate,http://www.ctnow.com
The Newtown Bee,https://www.newtownbee.com/
Reminder News,http://www.remindernews.com
The Ridgefield Press,https://www.theridgefieldpress.com
The Campus Lantern,http://www.easternct.edu
Charger Bulletin,http://www.newhaven.edu
The Daily Campus,http://www.dailycampus.com
Fairfield Mirror,http://fairfieldmirror.com
Hamlet Hub,http://news.hamlethub.com/bethel/
Yankee Flyer,http://www.yflyer.com/
Branford News,http://www.zip06.com/section/branford
Bridgeport News,http://www.thebridgeportnews.com/
Danbury News-Times,http://www.newstimes.com/
Darien Hamlet Hub,http://news.hamlethub.com/darien/
Darien News-Review,http://www.dariennewsonline.com/
Gazette,http://ehgazette.com/
East Haven Courier,http://www.zip06.com/section/EastHaven
Easton Courier,http://www.eastoncourier.com/
Essex News,http://www.zip06.com/section/essex
Fairfield County Business Journal,http://westfaironline.com/fairfield-news_1/
Fairfield Hamlet Hub,http://news.hamlethub.com/fairfield/
Fairfield Minuteman,http://minutemannewscenter.com/fairfield/
Fairfield Sun,http://www.fairfield-sun.com/
Rivereast News Bulletin,http://www.glcitizen.com/rivereast.html
Greenwich Post,http://www.greenwich-post.com/
Guilford Courier,http://www.zip06.com/section/Guilford
Hamden Journal,http://www.thehamdenjournal.com/
Killingly Villager,http://www.villagernewspapers.com/
Lakeville Journal,http://www.tricornernews.com/
Madison Source,http://www.zip06.com/section/madison
Monroe Courier,http://www.monroecourier.com/
Mystic River Press,http://www.thewesterlysun.com/news/mysticriverpress
Naugatuck Citizen's News,http://www.mycitizensnews.com/
Herald,http://www.centralctcommunications.com/newbritainherald/
New Canaan Advertiser,http://www.ncadvertiser.com/
Business New Haven,http://www.conntact.com/
La Voz Hispana de CT,http://lavozhispanact.com/
New Haven Independent,http://www.newhavenindependent.org/
New Milford Spectrum,http://www.newmilfordspectrum.com/
Newington Town Crier,http://www.centralctcommunications.com/newington_town_crier/
